word,phonetic,pos,meaning_cn,level,gaokao_frequency,word_family,tags
crazy,/ˈkreɪzi/,adj.,疯狂的,2,high,,description
cream,/ˈkrim/,n.,奶油；乳脂,3,medium,,description
create,/kriˈeɪt/,v.,创造；造成,1,high,,action
creative,/kriˈeɪtɪv/,adj.,有创造力的；创作的,2,high,,culture
creature,/ˈkritʃɝ/,n.,生物；动物,2,high,,"nature,science"
credit,/ˈkrɛdət/,n./v.,信用；信赖,2,medium,,action
crew,/ˈkru/,n.,全体船员,3,medium,,description
crime,/ˈkraɪm/,n.,罪；犯罪,3,low,,mystery
criminal,/ˈkrɪmənəl/,n./adj.,罪犯,4,low,,description
crisis,/ˈkraɪsəs/,n.,危机；危险期,4,low,,description
criterion,/kraɪˈtɪriən/,n.,标准；准则,3,low,,description
critical,/ˈkrɪtɪkəl/,adj.,批评的；决定性的,4,low,,description
criticize,/ˈkrɪtɪˌsaɪz/,v.,批评；吹毛求疵,4,low,,action
crop,/ˈkrɑp/,n./v.,庄稼；收成,3,medium,,action
cross,/ˈkrɔs/,n./v./adj.,十字架；十字架形物件,2,high,,action
crowd,/ˈkraʊd/,n./v.,人群；拥挤,1,high,,action
crucial,/ˈkruʃəl/,adj.,决定性的；重要的,4,low,,description
cruel,/ˈkruəl/,adj.,残忍的；残酷的,3,medium,,description
cry,/ˈkraɪ/,n./v.,叫喊；哭声,2,high,,action
cuisine,/kwɪˈzin/,n.,饭菜；佳肴,4,low,,description
culture,/ˈkəltʃɝ/,n./v.,文化,1,high,,culture
cup,/ˈkəp/,n./v.,茶杯,2,high,,action
cupboard,/ˈkəbɝd/,n.,碗柜；橱柜,4,low,,description
cure,/ˈkjʊr/,n./v.,治疗；医好,2,high,,action
curious,/ˈkjʊriəs/,adj.,好奇的；奇异的,2,high,,description
currency,/ˈkɝənsi/,n.,货币；现金,3,low,,economy
current,/ˈkɑrənt/,n./adj.,涌流；趋势,4,low,,description
curriculum,/kɝˈɪkjələm/,n.,全部课程,4,low,,education
curtain,/ˈkɝtən/,n./v.,窗帘,2,medium,,action
custom,/ˈkəstəm/,n./adj.,习惯；习俗,3,low,,culture
customer,/ˈkəstəmɝ/,n.,顾客；主顾,1,high,,description
cut,/ˈkət/,n./v./adj.,切口；割伤,1,high,,action
cute,/ˈkjut/,adj.,可爱的；聪明的,4,low,,description
cycle,/ˈsaɪkəl/,n./v.,骑自行车,3,medium,,action
daily,/ˈdeɪli/,n./adj./adv.,每日的；日常的,2,high,,action
dam,/ˈdæm/,n./v.,水坝；堰堤,4,low,,action
damage,/ˈdæmədʒ/,n./v.,毁坏；损害,1,high,,action
damp,/ˈdæmp/,n./v./adj.,潮湿,4,low,,action
dance,/ˈdæns/,n./v.,凉爽的；冷静的,2,high,,action
danger,/ˈdeɪndʒɝ/,n.,危险,2,high,,description
dangerous,/ˈdeɪndʒɝəs/,adj.,危险的,3,medium,,description
dare,/ˈdɛr/,n./v.,敢于；敢,3,medium,,action
dark,/ˈdɑrk/,n./adj.,黑暗；暗处,2,high,darkness,description
darkness,/ˈdɑrknəs/,n.,黑暗；阴暗,4,low,dark,description
data,/ˈdætə/,n.,资料；数据,1,high,,science
database,/ˈdætəˌbeɪs/,n.,资料库；数据库,4,low,,science
date,/ˈdeɪt/,n./v.,日期；约会,2,high,,action
daughter,/ˈdɔtɝ/,n./adj.,女儿,2,high,,description
dawn,/ˈdɔn/,n./v.,黎明；拂晓,4,low,,action
day,/ˈdeɪ/,n.,天；日,1,high,,description
dead,/ˈdɛd/,n./adj./adv.,死的；无生命的,3,medium,,action
deadline,/ˈdɛdˌlaɪn/,n.,最后期限；截止日期,3,medium,,description
deaf,/ˈdɛf/,adj.,聋的,3,medium,,description
deal,/ˈdil/,n./v.,数额；交易,1,high,,action
dear,/ˈdɪr/,n./adj./adv./interj.,哎呀；唷,2,medium,,action
death,/ˈdɛθ/,n.,死,2,medium,,description
debate,/dəˈbeɪt/,n./v.,讨论；辩论,3,medium,,action
debt,/ˈdɛt/,n.,债务；欠款,3,medium,,description
decade,/ˈdɛkeɪd/,n.,十年期,2,high,,description
december,/dɪˈsɛmbɝ/,n.,月,2,high,,description
decent,/ˈdisənt/,adj.,有分寸的；得体的,4,low,,description
decide,/ˌdɪˈsaɪd/,v.,决定；下决心,1,high,,action
decision,/dɪˈsɪʒən/,n.,决定；决心,1,high,,description
declare,/dɪˈklɛr/,v.,声明；断言,2,medium,,action
decline,/dɪˈklaɪn/,n./v.,减少；下降,2,medium,,action
decorate,/ˈdɛkɝˌeɪt/,v.,装饰；修饰,2,medium,,action
decoration,/ˌdɛkɝˈeɪʃən/,n.,装饰；修饰,3,medium,,description
decrease,/ˈdiˌkris/,n./v.,减少；减小,4,low,,action
deduce,/dɪˈduːs/,v.,推断；推论,1,low,,reasoning
deep,/ˈdip/,n./adj./adv.,深；深厚,1,high,deeply,action
deeply,/ˈdipli/,adv.,深深地,2,medium,deep,action
deer,/ˈdɪr/,n.,鹿,3,low,,description
defeat,/dɪˈfit/,n./v.,击败；失败,3,medium,,action
defence,/dɪˈfɛns/,n.,防御；防务,4,low,,description
defend,/dɪˈfɛnd/,v.,防守；保卫,4,low,,action
definitely,/ˈdɛfənətli/,adv.,明确无疑地；清楚地,4,low,,action
definition,/ˌdɛfəˈnɪʃən/,n.,定义；精确度,4,low,,description
degree,/dɪˈɡri/,n.,程度；度数,2,high,,description
delay,/dɪˈleɪ/,n./v.,拖延；延误,2,high,,action
delete,/dɪˈlit/,v.,删去,4,low,,action
deliberately,/dɪˈlɪbɝətli/,adv.,故意；蓄意,3,low,,action
delicate,/ˈdɛləkət/,adj.,易损的；易碎的,4,low,,description
delicious,/dɪˈlɪʃəs/,adj.,美味的；可口的,2,high,,description
delight,/dɪˈlaɪt/,n./v.,乐趣；使人高兴的事,2,medium,,action
delighted,/dɪˈlaɪtəd/,adj.,高兴的；快乐的,2,medium,,emotion
deliver,/dɪˈlɪvɝ/,v.,投递,2,high,,action
demand,/dɪˈmænd/,n./v.,需要,4,high,,action
demonstrate,/ˈdɛmənˌstreɪt/,v.,示范；证明,4,low,,reasoning
dentist,/ˈdɛnɪst/,n.,牙科医生,4,low,,description
deny,/dɪˈnaɪ/,v.,否认；拒绝,4,low,,action
department,/dɪˈpɑrtmənt/,n.,部门；司,2,high,,description
departure,/dɪˈpɑrtʃɝ/,n.,离开；启程,4,low,,description
depend,/dɪˈpɛnd/,v.,依靠；依赖,2,high,,action
deposit,/dəˈpɑzɪt/,n./v.,订金；押金,3,medium,,action
depress,/dɪˈprɛs/,v.,使沮丧；压低,4,low,,action
depth,/ˈdɛpθ/,n.,深；深度,3,medium,,description
describe,/dɪsˈkraɪb/,v.,描写；叙述,1,high,,action
description,/dɪsˈkrɪpʃən/,n.,描述；描写,2,medium,,description
desert,/ˈdɛzɝt/,n./v./adj.,沙漠,3,low,,action
deserve,/dɪˈzɝv/,v.,应得；应受,3,medium,,action
design,/dɪˈzaɪn/,n./v.,设计；策划图案,1,high,,action
desire,/dɪˈzaɪɝ/,n./v.,要求；期望,2,high,,action
desk,/ˈdɛsk/,n.,书桌；写字台,2,high,,description
desperate,/ˈdɛspɝɪt/,adj.,不顾一切的；危急的,4,low,,description
despite,/dɪˈspaɪt/,prep.,轻视；憎恨,3,low,,description
dessert,/dɪˈzɝt/,n.,甜点,4,low,,description
destination,/ˌdɛstəˈneɪʃən/,n.,目的地；终点,3,medium,,description
destroy,/dɪˈstrɔɪ/,v.,破坏；毁坏,3,medium,,action
detail,/ˈditeɪl/,n./v.,细节；详情,4,low,,action
detect,/dɪˈtɛkt/,v.,发现；察觉,3,medium,,action
detective,/dɪˈtɛktɪv/,n./adj.,侦探,4,low,,description
determination,/dɪˌtɝməˈneɪʃən/,n.,决心,4,low,,description
determine,/dəˈtɝmən/,v.,决定；决心,2,high,,action
develop,/dɪˈvɛləp/,v.,发展；使发达,1,high,development,action
development,/dɪˈvɛləpmənt/,n.,发展；发达,1,high,develop,description
device,/dɪˈvaɪs/,n.,装置；设计,2,medium,,description
devote,/dɪˈvoʊt/,v.,把；奉献,4,low,,action
diagram,/ˈdaɪəˌɡræm/,n.,图表；图样,4,low,,description
dialogue,/ˈdaɪəˌlɔɡ/,n./v.,对话,3,medium,,action
diamond,/ˈdaɪmənd/,n.,钻石；金刚石,4,low,,description
diary,/ˈdaɪɝi/,n.,日记；日记簿,3,medium,,description
dictionary,/ˈdɪkʃəˌnɛri/,n.,词典；字典,4,low,,description
die,/ˈdaɪ/,n./v.,死,3,medium,,action
diet,/ˈdaɪət/,n./v.,饮食,2,high,,action
differ,/ˈdɪfɝ/,v.,相异；有区别,3,medium,,action
difference,/ˈdɪfɝəns/,n.,不同,1,high,,description
different,/ˈdɪfɝənt/,adj.,不同的；有差异的,1,high,,description
difficult,/ˈdɪfəkəlt/,adj.,难的；不易相处的,1,high,,description
difficulty,/ˈdɪfəkəlti/,n.,困难；费力,1,high,,description
dig,/ˈdɪɡ/,n./v.,挖；翻土,3,medium,,action
digest,/ˈdaɪdʒɛst/,n./v.,消化；理解,3,medium,,action
digital,/ˈdɪdʒətəl/,n./adj.,数字的；数码的,3,medium,,description
dignity,/ˈdɪɡnəti/,n.,庄重；庄严,4,low,,description
dilemma,/dɪˈlɛmə/,n.,窘境；困境,4,low,,description
dimension,/dɪˈmɛnʃən/,n./v.,量度；尺寸,4,low,,action
dining,/ˈdaɪnɪŋ/,n.,正餐；宴会,3,medium,,description
dinner,/ˈdɪnɝ/,n.,正餐；宴会,1,high,,description
dinosaur,/ˈdaɪnəˌsɔr/,n.,恐龙,4,low,,description
dip,/ˈdɪp/,n./v.,浸；蘸,4,low,,action
direct,/daɪˈrɛkt/,v./adj./adv.,直接的；坦白的,2,high,,action
direction,/daɪˈrɛkʃɪn/,n.,方向；方位,2,high,,description
director,/daɪˈrɛktɝ/,n.,所长；处长,1,high,,description
directory,/daɪˈrɛktɝi/,n.,姓名地址录,4,low,,description
dirt,/ˈdɝt/,n.,污物；脏物,3,low,,description
dirty,/ˈdɝti/,v./adj.,脏的,4,low,,action
disability,/ˌdɪsəˈbɪlɪti/,n.,残疾；无能,3,medium,ability,description
disabled,/dɪˈseɪbəld/,adj.,残废的；残疾的,2,high,,description
disadvantage,/ˌdɪsədˈvænɪdʒ/,n.,不利条件；弱点,3,medium,advantage,description
disagree,/dɪsəˈɡri/,v.,意见不一致；持不同意见,4,low,agree,action
disappear,/ˌdɪsəˈpir/,v.,消失,1,high,appear,action
disappointed,/ˌdɪsəˈpɔɪnɪd/,adj.,失望的,2,high,,description
disappointment,/ˌdɪsəˈpɔɪntmənt/,n.,失望；沮丧,4,low,appointment,description
disaster,/dɪˈzæstɝ/,n.,灾难；祸患,3,medium,,description
discern,/dɪˈsɜːrn/,v.,辨别；识别,3,low,,reasoning
discipline,/ˈdɪsəplən/,n./v.,训练；纪律,4,low,,action
discount,/ˈdɪskaʊnt/,n./v.,折扣,2,medium,count,action
discourage,/dɪˈskɝɪdʒ/,v.,气馁；打消,2,high,courage,action
discover,/dɪˈskəvɝ/,v.,发现,1,high,cover,action
discovery,/ˌdɪsˈkəvri/,n.,发现,2,high,,description
discrimination,/dɪsˌkrɪməˈneɪʃən/,n.,歧视,3,medium,,description
discuss,/dɪˈskəs/,v.,讨论；议论,1,high,,action
discussion,/dɪˈskəʃən/,n.,讨论；辩论,2,high,,description
disease,/dɪˈziz/,n.,病；疾病,2,high,ease,description
dish,/ˈdɪʃ/,n.,盘；碟,3,medium,,description
disk,/ˈdɪsk/,n.,圆盘；磁盘,4,low,,description
dismiss,/dɪsˈmɪs/,v.,让；离开,3,low,miss,action
display,/dɪsˈpleɪ/,n./v.,显示；陈列,4,low,play,action
distance,/ˈdɪstəns/,n.,距离,2,high,,description
distant,/ˈdɪstənt/,adj.,远的；遥远的,3,medium,,description
distinct,/dɪˈstɪŋkt/,adj.,清楚的；显著的,4,low,,description
distinction,/dɪˈstɪŋkʃən/,n.,差别；区别,4,low,,description
distinguish,/dɪˈstɪŋɡwɪʃ/,v.,区分；辨别,4,low,,reasoning
distribute,/dɪˈstrɪbjut/,v.,分发；分配,3,low,,action
distribution,/ˌdɪstrəbˈjuʃən/,n.,分配,3,low,,description
district,/ˈdɪstrɪkt/,n.,区；地区,2,medium,,description
disturb,/dɪˈstɝb/,v.,扰乱；打扰,2,high,,action
dive,/ˈdaɪv/,n./v.,跳水,3,medium,,action
diverse,/daɪˈvɝs/,adj.,不同的；多种多样,2,medium,,description
divide,/dɪˈvaɪd/,n./v.,分；划分,3,medium,,action
division,/dɪˈvɪʒən/,n.,除,3,low,,description
divorce,/dɪˈvɔrs/,n./v.,离婚,4,low,,action
dizzy,/ˈdɪzi/,v./adj.,头眩目晕的,4,low,,action
do,/ˈdu/,v.,做；干,1,high,,action
doctor,/ˈdɑktɝ/,n./v.,医生；大夫,1,high,,action
document,/ˈdɑkjəmɛnt/,n./v.,文件；文献,3,medium,,action
dog,/ˈdɔɡ/,n./v.,狗,2,high,,action
doll,/ˈdɑl/,n.,玩偶；玩具娃娃,4,low,,description
dollar,/ˈdɑlɝ/,n.,元,2,high,,description
dolphin,/ˈdɑlfən/,n.,海豚,4,low,,description
domain,/doʊˈmeɪn/,n.,领域；领土,4,low,,description
domestic,/dəˈmɛstɪk/,adj.,家庭的；国内的,4,low,,description
dominate,/ˈdɑməˌneɪt/,v.,支配；占优势,4,low,,action
donate,/ˈdoʊˌneɪt/,v.,捐赠,3,medium,,action
door,/ˈdɔr/,n.,门,1,high,,description
dormitory,/ˈdɔrməˌtɔri/,n.,学生宿舍,4,low,,education
dot,/ˈdɑt/,n./v.,点；小点,4,low,,action
double,/ˈdəbəl/,n./v./adj.,两倍；双的,2,medium,,action
doubt,/ˈdaʊt/,n./v.,怀疑；疑惑,2,high,,action
down,/ˈdaʊn/,prep.,沿着；沿,1,high,,description
download,/ˈdaʊnˌloʊd/,n.,下载,4,low,,description
downstairs,/ˈdaʊnˈstɛrz/,n./adj./adv.,在楼下；到楼下,4,low,,action
downtown,/ˈdaʊnˈtaʊn/,n./adj./adv.,市中心区；市中心的,3,medium,,action
dozen,/ˈdəzən/,n./adj.,十二个；几十,2,high,,description
draft,/ˈdræft/,n./v.,草稿；草案,4,low,,action
drag,/ˈdræɡ/,n./v.,拖；拽,4,low,,action
dragon,/ˈdræɡən/,n.,龙；凶暴的人,4,low,,description
drama,/ˈdrɑmə/,n.,戏剧；戏剧艺术,3,low,,culture
dramatic,/drəˈmætɪk/,adj.,戏剧性的；生动的,4,low,,description
draw,/ˈdrɔ/,n./v.,绘画；绘制,2,medium,,culture
drawer,/ˈdrɔr/,n.,抽屉,4,low,,description
drawing,/ˈdrɔɪŋ/,n.,图画；素描,2,high,,description
dream,/ˈdrim/,n./v.,梦；梦想,1,high,,action
dress,/ˈdrɛs/,n./v.,服装；覆盖物,2,high,,action
drill,/ˈdrɪl/,n./v.,钻孔机；钻子,4,low,,action
drink,/ˈdrɪŋk/,n./v.,饮料；喝酒,1,high,,action
drive,/ˈdraɪv/,n./v.,驾驶；开,1,high,,action
driver,/ˈdraɪvɝ/,n.,司机；驾驶员,2,high,,description
drop,/ˈdrɑp/,n./v.,滴；掉下,4,high,,action
drought,/ˈdraʊt/,n.,干旱；缺乏,4,low,,description
drown,/ˈdraʊn/,v.,溺死；淹没,4,low,,action
drug,/ˈdrəɡ/,n./v.,药；药物,4,low,,action
drum,/ˈdrəm/,n./v.,鼓,4,low,,action
drunk,/ˈdrəŋk/,adj.,喝；饮,4,low,,description
dry,/ˈdraɪ/,n./v./adj.,使；干,2,medium,,action
duck,/ˈdək/,n./v.,鸭子,3,medium,,action
due,/ˈdju/,n./adj.,预期的；约定的,3,medium,,description
dull,/ˈdəl/,v./adj.,阴暗的；单调无味,2,high,,action
dumpling,/ˈdəmplɪŋ/,n.,饺子,4,low,,description
duration,/ˈdʊˈreɪʃən/,n.,持续时间；持续,3,medium,,description
during,/ˈdɝɪŋ/,prep.,在；期间,1,high,,description
dust,/ˈdəst/,n./v.,灰尘；尘土,3,medium,,action
duty,/ˈdjuti/,n.,责任；义务,2,high,,description
dynamic,/daɪˈnæmɪk/,n./adj.,充满活力；精力充沛的,4,low,,description
dynasty,/ˈdaɪnəsti/,n.,王朝；朝代,3,medium,,description
each,/ˈitʃ/,pron.,每人；每个,1,high,,description
eager,/ˈiɡɝ/,adj.,渴望的；热切的,2,high,,description
eagle,/ˈiɡəl/,n.,鹰,4,low,,description
ear,/ˈir/,n./v.,耳朵；耳状物,2,medium,,action
early,/ˈɝli/,adj./adv.,早的；早地,1,high,,action
earn,/ˈɝn/,v.,挣得；赚得,2,high,,action
earth,/ˈɝθ/,n./v.,地球；土,2,medium,,action
earthquake,/ˈɝθˌkweɪk/,n.,地震,4,low,,description
ease,/ˈiz/,n./v.,减轻；缓解,4,low,disease,action
easily,/ˈizəli/,adv.,容易地,1,high,,action
east,/ˈist/,n./adj./adv.,东方；东,2,high,,action
eastern,/ˈistɝn/,n./adj.,东方的；东部的,3,medium,,description
easy,/ˈizi/,adj./adv.,容易的；不费力的,1,high,,action
eat,/ˈit/,v.,吃,1,high,,action
ecology,/iˈkɑlədʒi/,n.,生态；生态学,4,low,,nature
economic,/ˌɛkəˈnɑmɪk/,adj.,经济上的；实用的,3,low,,economy
edge,/ˈɛdʒ/,n./v.,边缘,2,high,,action
edition,/əˈdɪʃən/,n.,版,4,low,,description
editor,/ˈɛdətɝ/,n.,编辑,3,medium,,description
educate,/ˈɛdʒəˌkeɪt/,v.,教育；培养,2,high,,education
education,/ˌɛdʒəˈkeɪʃən/,n.,教育；培养,1,high,,education
educator,/ˈɛdʒəˌkeɪtɝ/,n.,教育家,3,low,,education
effect,/ˈifɛkt/,n./v.,效果；作用,1,high,,action
efficient,/ɪˈfɪʃənt/,adj.,有效率的；能干的,3,low,,description
effort,/ˈɛfɝt/,n.,努力；艰难的尝试,1,high,,description
egg,/ˈɛɡ/,n./v.,蛋；卵,2,high,,action
eight,/ˈeɪt/,num.,八,2,high,,description
eighteen,/ˈeɪˈtin/,num.,十八,3,low,,description
eighth,/ˈeɪtθ/,num.,第八,4,low,,description
eighty,/ˈeɪti/,num.,八十,4,low,,description
either,/ˈaɪðɝ/,pron.,任一的；各一的,1,high,,description
elaborate,/ɪˈlæbərət/,v./adj.,详细的；精心制作,2,low,,"description,action"
elder,/ˈɛldɝ/,n./adj.,长者；年龄较大的,3,medium,elderly,description
elderly,/ˈɛldɝli/,adj.,过了中年的；稍老的,2,medium,elder,description
elect,/ɪˈlɛkt/,n./v./adj.,选举,4,low,,action
election,/ɪˈlɛkʃən/,n.,选举；当选,4,low,,description
electric,/ɪˈlɛktrɪk/,adj.,电的,3,medium,,description
electrical,/ɪˈlɛktrɪkəl/,adj.,电的；电器的,4,low,,description
electricity,/ɪˌlɛkˈtrɪsəti/,n.,电；电流,3,medium,,description
electronic,/ˌɪˌlɛkˈtrɑnɪk/,adj.,电子的,3,medium,,description
elegant,/ˈɛləɡənt/,adj.,文雅的；漂亮的,3,medium,,description
element,/ˈɛləmənt/,n.,元件；元素,3,low,,description
elephant,/ˈɛləfənt/,n.,象,3,medium,,description
eleven,/ˈilɛvən/,num.,十一,4,low,,description
else,/ˈɛls/,adj./adv.,别的；其他的,1,high,,action
elsewhere,/ˈɛlˌswɛr/,adv.,在别处,3,medium,,action
email,/iˈmeɪl/,n.,电子信函,2,high,,description
embarrassed,/ɪmˈbɛrəst/,adj.,尴尬的；窘迫的,3,medium,,description
embassy,/ˈɛmbəsi/,n.,大使馆,4,low,,description
emerge,/ˈimɝdʒ/,v.,浮现；形成,4,low,,action
emergency,/ˈimɝdʒənsi/,n.,紧急情况或状态,3,medium,,description
emotion,/ˈiˌmoʊʃən/,n.,情绪；激动,3,low,,emotion
emperor,/ˈɛmpɝɝ/,n.,皇帝,4,low,,description
emphasis,/ˈɛmfəsəs/,n.,强调；加强,4,low,,description
empire,/ˈɛmpaɪɝ/,n.,帝国,4,low,,description
employ,/ɛmˈplɔɪ/,n./v.,雇佣,3,medium,,action
empty,/ˈɛmpti/,n./v./adj.,空的；使变空,2,high,,action
enable,/ɛˈneɪbəl/,v.,使能够,3,medium,,action
encounter,/ɪnˈkaʊnɝ/,n./v.,相会；相遇,4,low,,action
encourage,/ɛnˈkɝɪdʒ/,v.,鼓励,1,high,encouragement,action
encouragement,/ɛnˈkɝɪdʒmənt/,n.,鼓励,4,low,encourage,description
end,/ˈɛnd/,n./v.,末尾；终点,1,high,,action
endless,/ˈɛndləs/,adj.,无止境的；没完的,4,low,,description
enemy,/ˈɛnəmi/,n./adj.,敌人；敌军,3,medium,,description
energetic,/ˌɛnɝˈdʒɛtɪk/,adj.,精力旺盛的,4,low,,description
energy,/ˈɛnɝdʒi/,n.,精力；能量,2,medium,,description
engage,/ɛnˈɡeɪdʒ/,v.,答应；从事,3,low,,action
engine,/ˈɛndʒən/,n./v.,发动机；引擎,3,medium,,action
engineer,/ˈɛndʒəˈnɪr/,n./v.,工程师；技师,2,high,,action
england,/ˈɪŋɡlənd/,n.,英格兰,3,medium,,description
english,/ˈɪŋɡlɪʃ/,n./adj.,英国的；英国人的,1,high,,description
enhance,/ɛnˈhæns/,v.,提高；加强,4,low,,action
enjoy,/ˌɛnˈdʒɔɪ/,v.,欣赏；享受乐趣,1,high,,action
enormous,/iˈnɔrməs/,adj.,巨大的；庞大的,4,low,,description
enough,/iˈnəf/,n./adj./adv./interj.,充足；够,1,high,,action
enquiry,/ɪnˈkwaɪˌri/,n.,询问,4,low,,description
ensure,/ɛnˈʃʊr/,v.,确定；保证,2,medium,,action
enter,/ˈɛnɝ/,v.,进入,1,high,,action
enterprise,/ˈɛnɝˌpraɪz/,n.,公司；企,3,low,,economy
entertainment,/ˌɛnɝˈteɪnmənt/,n.,娱乐,2,high,,description
enthusiastic,/ɪnˌθuziˈæstɪk/,adj.,热情的；热心的,4,low,,description
entire,/ɪnˈtaɪɝ/,n./adj.,整个的；全部的,2,medium,entirely,description
entirely,/ɪnˈtaɪɝli/,adv.,完全；全然,3,low,entire,action
entitle,/ɛnˈtaɪtəl/,v.,给；权利,4,low,,action
entrance,/ˈɛntrəns/,n./v.,入口；入场,2,high,,action
entry,/ˈɛntri/,n.,进入,2,high,,description
envelope,/ˈɛnvəˌloʊp/,n.,信封,3,medium,,description
environment,/ɪnˈvaɪrənmənt/,n.,环境,1,high,,nature
envy,/ˈɛnvi/,n./v.,忌妒；羡慕,4,low,,action
ephemeral,/ɪˈfɛmɝəl/,adj.,短暂的；转瞬即逝的,4,low,,description
episode,/ˈɛpəˌsoʊd/,n.,插曲；插话,4,low,,description
equal,/ˈikwəl/,n./v./adj.,平等的；等于,3,medium,,action
equality,/ɪˈkwɑləti/,n.,平等,4,low,,description
equator,/ɪˈkweɪtɝ/,n.,赤道,4,low,,description
equip,/ɪˈkwɪp/,v.,提供设备；装备,4,low,equipment,action
equipment,/ɪˈkwɪpmənt/,n.,装备；设备,2,high,equip,description
era,/ˈɛrə/,n.,时代；纪元,4,low,,description
eraser,/iˈreɪsɝ/,n.,橡皮擦；黑板擦,4,low,,description
error,/ˈɛrɝ/,n.,错误；差错,3,medium,,description
erupt,/ˈirəpt/,v.,爆发；喷发,4,low,,action
escape,/ɪˈskeɪp/,n./v.,逃跑；逃脱,2,high,,action
especially,/əˈspɛʃəli/,adv.,特别；尤其,1,high,,action
essay,/ˈɛˌseɪ/,n./v.,散文；文章,4,low,,action
essential,/ɛˈsɛnʃəl/,n./adj.,要素；要点,4,low,,description
establish,/ɪˈstæblɪʃ/,v.,建立；确立,4,low,,action
estate,/ɪˈsteɪt/,n.,不动产；阶段,4,low,,description
estimate,/ˈɛstəˌmeɪt/,n./v.,估计；判断,4,low,,reasoning
europe,/ˈjʊrəp/,n.,欧洲,2,medium,,description
european,/ˌjʊrəˈpiən/,n./adj.,欧洲的；欧洲人的,2,medium,,description
evaluate,/iˈvæljuˌeɪt/,v.,估值；评价,2,high,,action
eve,/ˈiv/,n.,前夕；前夜,4,low,,description
even,/ˈivɪn/,n./v./adj./adv.,甚至；连,1,high,,action
evening,/ˈivnɪŋ/,n.,傍晚；晚上,1,high,,description
event,/iˈvɛnt/,n.,事件；大事,1,high,,description
eventually,/iˈvɛnʃəli/,adv.,最终地,2,high,,action
ever,/ˈɛvɝ/,adv.,曾经；无论何时,1,high,,action
every,/ˈɛvɝi/,adj.,每一；每个的,1,high,,description
everybody,/ˈɛvriˌbɑdi/,pron.,每个人；人人,2,high,,description
everyday,/ˈɛvriˈdeɪ/,adj.,每日的；日常的,4,low,,description
everyone,/ˈɛvriˌwən/,pron.,每人；人人,1,high,,description
everything,/ˈɛvriˌθɪŋ/,pron.,每件事；事事,1,high,,description
everywhere,/ˈɛvriˌwɛr/,adv.,到处,2,high,,action
evidence,/ˈɛvədəns/,n.,证据；证明,2,high,,reasoning
evident,/ˈɛvədənt/,adj.,清楚的；显而易见的,3,low,,description
evolution,/ˌɛvəˈluʃən/,n.,进化；演变,3,medium,,description
exact,/ɪɡˈzækt/,v./adj.,精确的；确切的,3,medium,exactly,action
exactly,/ɪɡˈzæktli/,adv.,精确地；确切地,2,medium,exact,action
exam,/ɪɡˈzæm/,n.,考试；测试,3,medium,,education
examine,/ɪɡˈzæmɪn/,v.,检查；诊察,2,high,,action
example,/ɪɡˈzæmpəl/,n.,例子；榜样,1,high,,description
excellent,/ˈɛksələnt/,adj.,极好的；优秀的,2,high,,description
except,/ɪkˈsɛpt/,prep.,除；之外,2,medium,,description
exceptional,/ɪkˈsɛpʃənəl/,adj.,例外的；异常的,4,low,,description
exchange,/ɪksˈtʃeɪndʒ/,n./v.,交换；掉换,3,medium,,action
excited,/ɪkˈsaɪtəd/,adj.,兴奋的；激动的,1,high,,description
exciting,/ɪkˈsaɪtɪŋ/,adj.,令人兴奋的；刺激的,1,high,,description
excuse,/ɪkˈskjus/,n./v.,借口；原谅,2,medium,,action
exemplify,/ɪɡˈzɛmpləˌfaɪ/,v.,例证；举例说明,3,low,,reasoning
exercise,/ˈɛksɝˌsaɪz/,n./v.,锻炼；做操,1,high,,action
exhibition,/ˌɛksəˈbɪʃən/,n.,展览；展览会,2,high,,description
exist,/ɪɡˈzɪst/,v.,存在,2,high,,action
existence,/ɛɡˈzɪstəns/,n.,存在；生存,3,low,,description
exit,/ˈɛɡzɪt/,n./v.,出口；太平门,4,low,,action
expand,/ɪkˈspænd/,v.,扩大；增加,3,medium,,action
expansion,/ɪkˈspænʃən/,n.,扩充；开展,3,low,,description
expect,/ɪkˈspɛkt/,v.,预料；盼望,1,high,,action
expectation,/ˌɛkspɛkˈteɪʃən/,n.,预料；期望,3,medium,,description
expense,/ɪkˈspɛns/,n.,消费；支出,3,medium,,economy
expensive,/ɪkˈspɛnsɪv/,adj.,昂贵的,1,high,,description
experience,/ɪkˈspɪriəns/,n./v.,经验；经历,1,high,,action
experiment,/ɪkˈspɛrəmənt/,n./v.,实验；做实验,1,high,,science
expert,/ˈɛkspɝt/,n./adj.,专家；熟练的,1,high,,description
explain,/ɪksˈpleɪn/,v.,解释；说明,1,high,,action
explanation,/ˌɛkspləˈneɪʃən/,n.,解释；说明,2,high,,description
explicit,/ɪksˈplɪsət/,adj.,清楚明白；易于理解的,4,low,,description
explode,/ɪksˈploʊd/,v.,爆炸,4,low,,action
explore,/ɪksˈplɔr/,v.,探险,1,high,,action
export,/ˈɛkspɔrt/,n./v.,出口；输出,4,low,,action
expose,/ɪkˈspoʊz/,v.,揭露,2,high,,mystery
exposure,/ɪkˈspoʊʒɝ/,n.,暴露；揭发,4,low,,description
express,/ɪksˈprɛs/,n./v./adj.,表达；表示,1,high,,action
