word,current_value,classification,candidates,reason
client,,should_not_fill,,no_current_value_or_fixed_source_candidate
climate,,should_not_fill,,no_current_value_or_fixed_source_candidate
climb,,should_not_fill,,no_current_value_or_fixed_source_candidate
clinic,,should_not_fill,,no_current_value_or_fixed_source_candidate
clock,,should_not_fill,,no_current_value_or_fixed_source_candidate
clone,,should_not_fill,,no_current_value_or_fixed_source_candidate
close,,should_not_fill,,no_current_value_or_fixed_source_candidate
cloth,,should_not_fill,,no_current_value_or_fixed_source_candidate
clothes,,should_not_fill,,no_current_value_or_fixed_source_candidate
clothing,,should_not_fill,,no_current_value_or_fixed_source_candidate
cloud,,should_not_fill,,no_current_value_or_fixed_source_candidate
cloudy,,should_not_fill,,no_current_value_or_fixed_source_candidate
club,,should_not_fill,,no_current_value_or_fixed_source_candidate
clue,,should_not_fill,,no_current_value_or_fixed_source_candidate
coach,,should_not_fill,,no_current_value_or_fixed_source_candidate
coal,,should_not_fill,,no_current_value_or_fixed_source_candidate
coast,,should_not_fill,,no_current_value_or_fixed_source_candidate
coat,,should_not_fill,,no_current_value_or_fixed_source_candidate
coffee,,should_not_fill,,no_current_value_or_fixed_source_candidate
coin,,should_not_fill,,no_current_value_or_fixed_source_candidate
cold,,should_not_fill,,no_current_value_or_fixed_source_candidate
collapse,,should_not_fill,,no_current_value_or_fixed_source_candidate
collar,,should_not_fill,,no_current_value_or_fixed_source_candidate
colleague,,should_not_fill,,no_current_value_or_fixed_source_candidate
collect,,should_not_fill,,no_current_value_or_fixed_source_candidate
collection,,should_not_fill,,no_current_value_or_fixed_source_candidate
college,,should_not_fill,,no_current_value_or_fixed_source_candidate
color,,should_not_fill,,no_current_value_or_fixed_source_candidate
column,,should_not_fill,,no_current_value_or_fixed_source_candidate
combine,,should_not_fill,,no_current_value_or_fixed_source_candidate
come,,should_not_fill,,no_current_value_or_fixed_source_candidate
comedy,,should_not_fill,,no_current_value_or_fixed_source_candidate
comfort,,should_not_fill,,no_current_value_or_fixed_source_candidate
comfortable,uncomfortable,reliable_value,uncomfortable,matches_fixed_conservative_affix_policy_and_members_exist
comic,,should_not_fill,,no_current_value_or_fixed_source_candidate
command,,should_not_fill,,no_current_value_or_fixed_source_candidate
comment,,should_not_fill,,no_current_value_or_fixed_source_candidate
commercial,,should_not_fill,,no_current_value_or_fixed_source_candidate
commit,commitment,reliable_value,commitment,matches_fixed_conservative_affix_policy_and_members_exist
commitment,commit,reliable_value,commit,matches_fixed_conservative_affix_policy_and_members_exist
committee,,should_not_fill,,no_current_value_or_fixed_source_candidate
common,,should_not_fill,,no_current_value_or_fixed_source_candidate
communicate,,should_not_fill,,no_current_value_or_fixed_source_candidate
communication,,should_not_fill,,no_current_value_or_fixed_source_candidate
communist,,should_not_fill,,no_current_value_or_fixed_source_candidate
community,,should_not_fill,,no_current_value_or_fixed_source_candidate
companion,,should_not_fill,,no_current_value_or_fixed_source_candidate
company,,should_not_fill,,no_current_value_or_fixed_source_candidate
compare,,should_not_fill,,no_current_value_or_fixed_source_candidate
comparison,,should_not_fill,,no_current_value_or_fixed_source_candidate
compensate,,should_not_fill,,no_current_value_or_fixed_source_candidate
compete,,should_not_fill,,no_current_value_or_fixed_source_candidate
competence,,should_not_fill,,no_current_value_or_fixed_source_candidate
competition,,should_not_fill,,no_current_value_or_fixed_source_candidate
competitor,,should_not_fill,,no_current_value_or_fixed_source_candidate
complain,,should_not_fill,,no_current_value_or_fixed_source_candidate
complete,,should_not_fill,,no_current_value_or_fixed_source_candidate
complex,,should_not_fill,,no_current_value_or_fixed_source_candidate
complicated,,should_not_fill,,no_current_value_or_fixed_source_candidate
component,,should_not_fill,,no_current_value_or_fixed_source_candidate
compose,,should_not_fill,,no_current_value_or_fixed_source_candidate
composition,,should_not_fill,,no_current_value_or_fixed_source_candidate
comprehension,,should_not_fill,,no_current_value_or_fixed_source_candidate
comprehensive,,should_not_fill,,no_current_value_or_fixed_source_candidate
comprise,,should_not_fill,,no_current_value_or_fixed_source_candidate
compromise,,should_not_fill,,no_current_value_or_fixed_source_candidate
compulsory,,should_not_fill,,no_current_value_or_fixed_source_candidate
computer,,should_not_fill,,no_current_value_or_fixed_source_candidate
conceal,,should_not_fill,,no_current_value_or_fixed_source_candidate
concentrate,,should_not_fill,,no_current_value_or_fixed_source_candidate
concept,,should_not_fill,,no_current_value_or_fixed_source_candidate
concern,,should_not_fill,,no_current_value_or_fixed_source_candidate
concert,,should_not_fill,,no_current_value_or_fixed_source_candidate
conclude,,should_not_fill,,no_current_value_or_fixed_source_candidate
conclusion,,should_not_fill,,no_current_value_or_fixed_source_candidate
concrete,,should_not_fill,,no_current_value_or_fixed_source_candidate
condemn,,should_not_fill,,no_current_value_or_fixed_source_candidate
condition,,should_not_fill,,no_current_value_or_fixed_source_candidate
conduct,,should_not_fill,,no_current_value_or_fixed_source_candidate
conference,,should_not_fill,,no_current_value_or_fixed_source_candidate
confidence,,should_not_fill,,no_current_value_or_fixed_source_candidate
confident,,should_not_fill,,no_current_value_or_fixed_source_candidate
confirm,,should_not_fill,,no_current_value_or_fixed_source_candidate
conflict,,should_not_fill,,no_current_value_or_fixed_source_candidate
confucianism,,should_not_fill,,no_current_value_or_fixed_source_candidate
confucius,,should_not_fill,,no_current_value_or_fixed_source_candidate
confuse,confused,manual_review,confused,does_not_match_recorded_generation_policy
confused,confuse,manual_review,confuse,does_not_match_recorded_generation_policy
congratulation,,should_not_fill,,no_current_value_or_fixed_source_candidate
connect,,should_not_fill,,no_current_value_or_fixed_source_candidate
connection,,should_not_fill,,no_current_value_or_fixed_source_candidate
conscience,,should_not_fill,,no_current_value_or_fixed_source_candidate
consensus,,should_not_fill,,no_current_value_or_fixed_source_candidate
consequence,,should_not_fill,,no_current_value_or_fixed_source_candidate
conservation,,should_not_fill,,no_current_value_or_fixed_source_candidate
consider,,should_not_fill,,no_current_value_or_fixed_source_candidate
consideration,,should_not_fill,,no_current_value_or_fixed_source_candidate
consist,,should_not_fill,,no_current_value_or_fixed_source_candidate
consistent,,should_not_fill,,no_current_value_or_fixed_source_candidate
constant,,should_not_fill,,no_current_value_or_fixed_source_candidate
constitution,,should_not_fill,,no_current_value_or_fixed_source_candidate
construct,,should_not_fill,,no_current_value_or_fixed_source_candidate
construction,,should_not_fill,,no_current_value_or_fixed_source_candidate
consult,,should_not_fill,,no_current_value_or_fixed_source_candidate
consultant,,should_not_fill,,no_current_value_or_fixed_source_candidate
consultation,,should_not_fill,,no_current_value_or_fixed_source_candidate
consume,,should_not_fill,,no_current_value_or_fixed_source_candidate
consumption,,should_not_fill,,no_current_value_or_fixed_source_candidate
contact,,should_not_fill,,no_current_value_or_fixed_source_candidate
contain,,should_not_fill,,no_current_value_or_fixed_source_candidate
container,,should_not_fill,,no_current_value_or_fixed_source_candidate
contemporary,,should_not_fill,,no_current_value_or_fixed_source_candidate
content,,should_not_fill,,no_current_value_or_fixed_source_candidate
contest,,should_not_fill,,no_current_value_or_fixed_source_candidate
context,,should_not_fill,,no_current_value_or_fixed_source_candidate
continent,,should_not_fill,,no_current_value_or_fixed_source_candidate
continue,,should_not_fill,,no_current_value_or_fixed_source_candidate
contract,,should_not_fill,,no_current_value_or_fixed_source_candidate
contradictory,,should_not_fill,,no_current_value_or_fixed_source_candidate
contrary,,should_not_fill,,no_current_value_or_fixed_source_candidate
contrast,,should_not_fill,,no_current_value_or_fixed_source_candidate
contribute,,should_not_fill,,no_current_value_or_fixed_source_candidate
contribution,,should_not_fill,,no_current_value_or_fixed_source_candidate
control,,should_not_fill,,no_current_value_or_fixed_source_candidate
controversial,,should_not_fill,,no_current_value_or_fixed_source_candidate
convenient,,should_not_fill,,no_current_value_or_fixed_source_candidate
conventional,,should_not_fill,,no_current_value_or_fixed_source_candidate
conversation,,should_not_fill,,no_current_value_or_fixed_source_candidate
convey,,should_not_fill,,no_current_value_or_fixed_source_candidate
convince,,should_not_fill,,no_current_value_or_fixed_source_candidate
cook,,should_not_fill,,no_current_value_or_fixed_source_candidate
cookie,,should_not_fill,,no_current_value_or_fixed_source_candidate
cool,,should_not_fill,,no_current_value_or_fixed_source_candidate
cooperate,,should_not_fill,,no_current_value_or_fixed_source_candidate
copy,,should_not_fill,,no_current_value_or_fixed_source_candidate
core,,should_not_fill,,no_current_value_or_fixed_source_candidate
corn,,should_not_fill,,no_current_value_or_fixed_source_candidate
corner,,should_not_fill,,no_current_value_or_fixed_source_candidate
corporate,,should_not_fill,,no_current_value_or_fixed_source_candidate
corporation,,should_not_fill,,no_current_value_or_fixed_source_candidate
correct,,should_not_fill,,no_current_value_or_fixed_source_candidate
correspond,,should_not_fill,,no_current_value_or_fixed_source_candidate
cost,,should_not_fill,,no_current_value_or_fixed_source_candidate
costume,,should_not_fill,,no_current_value_or_fixed_source_candidate
cottage,,should_not_fill,,no_current_value_or_fixed_source_candidate
cotton,,should_not_fill,,no_current_value_or_fixed_source_candidate
cough,,should_not_fill,,no_current_value_or_fixed_source_candidate
could,can,manual_review,can,does_not_match_recorded_generation_policy
council,,should_not_fill,,no_current_value_or_fixed_source_candidate
count,,should_not_fill,,no_current_value_or_fixed_source_candidate
counter,,should_not_fill,,no_current_value_or_fixed_source_candidate
country,,should_not_fill,,no_current_value_or_fixed_source_candidate
countryside,,should_not_fill,,no_current_value_or_fixed_source_candidate
county,,should_not_fill,,no_current_value_or_fixed_source_candidate
couple,,should_not_fill,,no_current_value_or_fixed_source_candidate
courage,discourage,reliable_value,discourage,matches_fixed_conservative_affix_policy_and_members_exist
course,,should_not_fill,,no_current_value_or_fixed_source_candidate
court,,should_not_fill,,no_current_value_or_fixed_source_candidate
cousin,,should_not_fill,,no_current_value_or_fixed_source_candidate
cover,,should_not_fill,,no_current_value_or_fixed_source_candidate
coverage,,should_not_fill,,no_current_value_or_fixed_source_candidate
cow,,should_not_fill,,no_current_value_or_fixed_source_candidate
crash,,should_not_fill,,no_current_value_or_fixed_source_candidate
crayon,,should_not_fill,,no_current_value_or_fixed_source_candidate
crazy,,should_not_fill,,no_current_value_or_fixed_source_candidate
cream,,should_not_fill,,no_current_value_or_fixed_source_candidate
create,,should_not_fill,,no_current_value_or_fixed_source_candidate
creative,,should_not_fill,,no_current_value_or_fixed_source_candidate
creature,,should_not_fill,,no_current_value_or_fixed_source_candidate
credit,,should_not_fill,,no_current_value_or_fixed_source_candidate
crew,,should_not_fill,,no_current_value_or_fixed_source_candidate
crime,,should_not_fill,,no_current_value_or_fixed_source_candidate
criminal,,should_not_fill,,no_current_value_or_fixed_source_candidate
crisis,,should_not_fill,,no_current_value_or_fixed_source_candidate
criterion,,should_not_fill,,no_current_value_or_fixed_source_candidate
critical,,should_not_fill,,no_current_value_or_fixed_source_candidate
criticize,,should_not_fill,,no_current_value_or_fixed_source_candidate
crop,,should_not_fill,,no_current_value_or_fixed_source_candidate
cross,,should_not_fill,,no_current_value_or_fixed_source_candidate
crowd,,should_not_fill,,no_current_value_or_fixed_source_candidate
crucial,,should_not_fill,,no_current_value_or_fixed_source_candidate
cruel,,should_not_fill,,no_current_value_or_fixed_source_candidate
cry,,should_not_fill,,no_current_value_or_fixed_source_candidate
cuisine,,should_not_fill,,no_current_value_or_fixed_source_candidate
culture,,should_not_fill,,no_current_value_or_fixed_source_candidate
cup,,should_not_fill,,no_current_value_or_fixed_source_candidate
cupboard,,should_not_fill,,no_current_value_or_fixed_source_candidate
cure,,should_not_fill,,no_current_value_or_fixed_source_candidate
curious,,should_not_fill,,no_current_value_or_fixed_source_candidate
currency,,should_not_fill,,no_current_value_or_fixed_source_candidate
current,,should_not_fill,,no_current_value_or_fixed_source_candidate
curriculum,,should_not_fill,,no_current_value_or_fixed_source_candidate
curtain,,should_not_fill,,no_current_value_or_fixed_source_candidate
custom,,should_not_fill,,no_current_value_or_fixed_source_candidate
customer,,should_not_fill,,no_current_value_or_fixed_source_candidate
cut,,should_not_fill,,no_current_value_or_fixed_source_candidate
cute,,should_not_fill,,no_current_value_or_fixed_source_candidate
cycle,,should_not_fill,,no_current_value_or_fixed_source_candidate
daily,,should_not_fill,,no_current_value_or_fixed_source_candidate
dam,,should_not_fill,,no_current_value_or_fixed_source_candidate
damage,,should_not_fill,,no_current_value_or_fixed_source_candidate
damp,,should_not_fill,,no_current_value_or_fixed_source_candidate
dance,,should_not_fill,,no_current_value_or_fixed_source_candidate
danger,,should_not_fill,,no_current_value_or_fixed_source_candidate
dangerous,,should_not_fill,,no_current_value_or_fixed_source_candidate
dare,,should_not_fill,,no_current_value_or_fixed_source_candidate
dark,darkness,reliable_value,darkness,matches_fixed_conservative_affix_policy_and_members_exist
darkness,dark,reliable_value,dark,matches_fixed_conservative_affix_policy_and_members_exist
data,,should_not_fill,,no_current_value_or_fixed_source_candidate
database,,should_not_fill,,no_current_value_or_fixed_source_candidate
date,,should_not_fill,,no_current_value_or_fixed_source_candidate
daughter,,should_not_fill,,no_current_value_or_fixed_source_candidate
dawn,,should_not_fill,,no_current_value_or_fixed_source_candidate
day,,should_not_fill,,no_current_value_or_fixed_source_candidate
dead,,should_not_fill,,no_current_value_or_fixed_source_candidate
deadline,,should_not_fill,,no_current_value_or_fixed_source_candidate
deaf,,should_not_fill,,no_current_value_or_fixed_source_candidate
deal,,should_not_fill,,no_current_value_or_fixed_source_candidate
dear,,should_not_fill,,no_current_value_or_fixed_source_candidate
death,,should_not_fill,,no_current_value_or_fixed_source_candidate
debate,,should_not_fill,,no_current_value_or_fixed_source_candidate
debt,,should_not_fill,,no_current_value_or_fixed_source_candidate
decade,,should_not_fill,,no_current_value_or_fixed_source_candidate
december,,should_not_fill,,no_current_value_or_fixed_source_candidate
decent,,should_not_fill,,no_current_value_or_fixed_source_candidate
decide,,should_not_fill,,no_current_value_or_fixed_source_candidate
decision,,should_not_fill,,no_current_value_or_fixed_source_candidate
declare,,should_not_fill,,no_current_value_or_fixed_source_candidate
decline,,should_not_fill,,no_current_value_or_fixed_source_candidate
decorate,,should_not_fill,,no_current_value_or_fixed_source_candidate
decoration,,should_not_fill,,no_current_value_or_fixed_source_candidate
decrease,,should_not_fill,,no_current_value_or_fixed_source_candidate
deduce,,should_not_fill,,no_current_value_or_fixed_source_candidate
deep,deeply,reliable_value,deeply,matches_fixed_conservative_affix_policy_and_members_exist
deeply,deep,reliable_value,deep,matches_fixed_conservative_affix_policy_and_members_exist
deer,,should_not_fill,,no_current_value_or_fixed_source_candidate
defeat,,should_not_fill,,no_current_value_or_fixed_source_candidate
defence,,should_not_fill,,no_current_value_or_fixed_source_candidate
defend,,should_not_fill,,no_current_value_or_fixed_source_candidate
definitely,,should_not_fill,,no_current_value_or_fixed_source_candidate
definition,,should_not_fill,,no_current_value_or_fixed_source_candidate
degree,,should_not_fill,,no_current_value_or_fixed_source_candidate
delay,,should_not_fill,,no_current_value_or_fixed_source_candidate
delete,,should_not_fill,,no_current_value_or_fixed_source_candidate
deliberately,,should_not_fill,,no_current_value_or_fixed_source_candidate
delicate,,should_not_fill,,no_current_value_or_fixed_source_candidate
delicious,,should_not_fill,,no_current_value_or_fixed_source_candidate
delight,,auto_fill_candidate,"p:delighted,d:delighted",ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
delighted,,auto_fill_candidate,0:delight,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
deliver,,should_not_fill,,no_current_value_or_fixed_source_candidate
demand,,should_not_fill,,no_current_value_or_fixed_source_candidate
demonstrate,,should_not_fill,,no_current_value_or_fixed_source_candidate
dentist,,should_not_fill,,no_current_value_or_fixed_source_candidate
deny,,should_not_fill,,no_current_value_or_fixed_source_candidate
department,,should_not_fill,,no_current_value_or_fixed_source_candidate
departure,,should_not_fill,,no_current_value_or_fixed_source_candidate
depend,,should_not_fill,,no_current_value_or_fixed_source_candidate
deposit,,should_not_fill,,no_current_value_or_fixed_source_candidate
depress,,should_not_fill,,no_current_value_or_fixed_source_candidate
depth,,should_not_fill,,no_current_value_or_fixed_source_candidate
describe,,should_not_fill,,no_current_value_or_fixed_source_candidate
description,,should_not_fill,,no_current_value_or_fixed_source_candidate
desert,,should_not_fill,,no_current_value_or_fixed_source_candidate
deserve,,should_not_fill,,no_current_value_or_fixed_source_candidate
design,,should_not_fill,,no_current_value_or_fixed_source_candidate
desire,,should_not_fill,,no_current_value_or_fixed_source_candidate
desk,,should_not_fill,,no_current_value_or_fixed_source_candidate
desperate,,should_not_fill,,no_current_value_or_fixed_source_candidate
despite,,should_not_fill,,no_current_value_or_fixed_source_candidate
dessert,,should_not_fill,,no_current_value_or_fixed_source_candidate
destination,,should_not_fill,,no_current_value_or_fixed_source_candidate
destroy,,should_not_fill,,no_current_value_or_fixed_source_candidate
detail,,should_not_fill,,no_current_value_or_fixed_source_candidate
detect,,should_not_fill,,no_current_value_or_fixed_source_candidate
detective,,should_not_fill,,no_current_value_or_fixed_source_candidate
determination,,should_not_fill,,no_current_value_or_fixed_source_candidate
determine,,should_not_fill,,no_current_value_or_fixed_source_candidate
develop,development,reliable_value,development,matches_fixed_conservative_affix_policy_and_members_exist
development,develop,reliable_value,develop,matches_fixed_conservative_affix_policy_and_members_exist
device,,should_not_fill,,no_current_value_or_fixed_source_candidate
devote,,should_not_fill,,no_current_value_or_fixed_source_candidate
diagram,,should_not_fill,,no_current_value_or_fixed_source_candidate
dialogue,,should_not_fill,,no_current_value_or_fixed_source_candidate
diamond,,should_not_fill,,no_current_value_or_fixed_source_candidate
diary,,should_not_fill,,no_current_value_or_fixed_source_candidate
dictionary,,should_not_fill,,no_current_value_or_fixed_source_candidate
die,,should_not_fill,,no_current_value_or_fixed_source_candidate
diet,,should_not_fill,,no_current_value_or_fixed_source_candidate
differ,,should_not_fill,,no_current_value_or_fixed_source_candidate
difference,,should_not_fill,,no_current_value_or_fixed_source_candidate
different,,should_not_fill,,no_current_value_or_fixed_source_candidate
difficult,,should_not_fill,,no_current_value_or_fixed_source_candidate
difficulty,,should_not_fill,,no_current_value_or_fixed_source_candidate
dig,,should_not_fill,,no_current_value_or_fixed_source_candidate
digest,,should_not_fill,,no_current_value_or_fixed_source_candidate
digital,,should_not_fill,,no_current_value_or_fixed_source_candidate
dignity,,should_not_fill,,no_current_value_or_fixed_source_candidate
dilemma,,should_not_fill,,no_current_value_or_fixed_source_candidate
dimension,,should_not_fill,,no_current_value_or_fixed_source_candidate
dining,,should_not_fill,,no_current_value_or_fixed_source_candidate
dinner,,should_not_fill,,no_current_value_or_fixed_source_candidate
dinosaur,,should_not_fill,,no_current_value_or_fixed_source_candidate
dip,,should_not_fill,,no_current_value_or_fixed_source_candidate
direct,,should_not_fill,,no_current_value_or_fixed_source_candidate
direction,,should_not_fill,,no_current_value_or_fixed_source_candidate
director,,should_not_fill,,no_current_value_or_fixed_source_candidate
directory,,should_not_fill,,no_current_value_or_fixed_source_candidate
dirt,,should_not_fill,,no_current_value_or_fixed_source_candidate
dirty,,should_not_fill,,no_current_value_or_fixed_source_candidate
disability,ability,reliable_value,ability,matches_fixed_conservative_affix_policy_and_members_exist
disabled,,should_not_fill,,no_current_value_or_fixed_source_candidate
disadvantage,advantage,reliable_value,advantage,matches_fixed_conservative_affix_policy_and_members_exist
disagree,agree,reliable_value,agree,matches_fixed_conservative_affix_policy_and_members_exist
disappear,appear,reliable_value,appear,matches_fixed_conservative_affix_policy_and_members_exist
disappointed,,should_not_fill,,no_current_value_or_fixed_source_candidate
disappointment,appointment,reliable_value,appointment,matches_fixed_conservative_affix_policy_and_members_exist
disaster,,should_not_fill,,no_current_value_or_fixed_source_candidate
discern,,should_not_fill,,no_current_value_or_fixed_source_candidate
discipline,,should_not_fill,,no_current_value_or_fixed_source_candidate
discount,,should_not_fill,,no_current_value_or_fixed_source_candidate
discourage,courage,reliable_value,courage,matches_fixed_conservative_affix_policy_and_members_exist
discover,,should_not_fill,,no_current_value_or_fixed_source_candidate
discovery,,should_not_fill,,no_current_value_or_fixed_source_candidate
discrimination,,should_not_fill,,no_current_value_or_fixed_source_candidate
discuss,,should_not_fill,,no_current_value_or_fixed_source_candidate
discussion,,should_not_fill,,no_current_value_or_fixed_source_candidate
disease,,should_not_fill,,no_current_value_or_fixed_source_candidate
dish,,should_not_fill,,no_current_value_or_fixed_source_candidate
disk,,should_not_fill,,no_current_value_or_fixed_source_candidate
dismiss,,should_not_fill,,no_current_value_or_fixed_source_candidate
display,,should_not_fill,,no_current_value_or_fixed_source_candidate
distance,,should_not_fill,,no_current_value_or_fixed_source_candidate
distant,,should_not_fill,,no_current_value_or_fixed_source_candidate
distinct,,should_not_fill,,no_current_value_or_fixed_source_candidate
distinction,,should_not_fill,,no_current_value_or_fixed_source_candidate
distinguish,,should_not_fill,,no_current_value_or_fixed_source_candidate
distribute,,should_not_fill,,no_current_value_or_fixed_source_candidate
distribution,,should_not_fill,,no_current_value_or_fixed_source_candidate
district,,should_not_fill,,no_current_value_or_fixed_source_candidate
disturb,,should_not_fill,,no_current_value_or_fixed_source_candidate
dive,,should_not_fill,,no_current_value_or_fixed_source_candidate
diverse,,should_not_fill,,no_current_value_or_fixed_source_candidate
divide,,should_not_fill,,no_current_value_or_fixed_source_candidate
division,,should_not_fill,,no_current_value_or_fixed_source_candidate
divorce,,should_not_fill,,no_current_value_or_fixed_source_candidate
dizzy,,should_not_fill,,no_current_value_or_fixed_source_candidate
do,,should_not_fill,,no_current_value_or_fixed_source_candidate
doctor,,should_not_fill,,no_current_value_or_fixed_source_candidate
document,,should_not_fill,,no_current_value_or_fixed_source_candidate
dog,,should_not_fill,,no_current_value_or_fixed_source_candidate
doll,,should_not_fill,,no_current_value_or_fixed_source_candidate
dollar,,should_not_fill,,no_current_value_or_fixed_source_candidate
dolphin,,should_not_fill,,no_current_value_or_fixed_source_candidate
domain,,should_not_fill,,no_current_value_or_fixed_source_candidate
domestic,,should_not_fill,,no_current_value_or_fixed_source_candidate
dominate,,should_not_fill,,no_current_value_or_fixed_source_candidate
donate,,should_not_fill,,no_current_value_or_fixed_source_candidate
door,,should_not_fill,,no_current_value_or_fixed_source_candidate
dormitory,,should_not_fill,,no_current_value_or_fixed_source_candidate
dot,,should_not_fill,,no_current_value_or_fixed_source_candidate
double,,should_not_fill,,no_current_value_or_fixed_source_candidate
doubt,,should_not_fill,,no_current_value_or_fixed_source_candidate
down,,should_not_fill,,no_current_value_or_fixed_source_candidate
download,,should_not_fill,,no_current_value_or_fixed_source_candidate
downstairs,,should_not_fill,,no_current_value_or_fixed_source_candidate
downtown,,should_not_fill,,no_current_value_or_fixed_source_candidate
dozen,,should_not_fill,,no_current_value_or_fixed_source_candidate
draft,,should_not_fill,,no_current_value_or_fixed_source_candidate
drag,,should_not_fill,,no_current_value_or_fixed_source_candidate
dragon,,should_not_fill,,no_current_value_or_fixed_source_candidate
drama,,should_not_fill,,no_current_value_or_fixed_source_candidate
dramatic,,should_not_fill,,no_current_value_or_fixed_source_candidate
draw,,auto_fill_candidate,i:drawing,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
drawer,,should_not_fill,,no_current_value_or_fixed_source_candidate
drawing,,auto_fill_candidate,0:draw,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
dream,,should_not_fill,,no_current_value_or_fixed_source_candidate
dress,,should_not_fill,,no_current_value_or_fixed_source_candidate
drill,,should_not_fill,,no_current_value_or_fixed_source_candidate
drink,,auto_fill_candidate,d:drunk,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
drive,,should_not_fill,,no_current_value_or_fixed_source_candidate
driver,,should_not_fill,,no_current_value_or_fixed_source_candidate
drop,,should_not_fill,,no_current_value_or_fixed_source_candidate
drought,,should_not_fill,,no_current_value_or_fixed_source_candidate
drown,,should_not_fill,,no_current_value_or_fixed_source_candidate
drug,,should_not_fill,,no_current_value_or_fixed_source_candidate
drum,,should_not_fill,,no_current_value_or_fixed_source_candidate
drunk,,auto_fill_candidate,0:drink,ECDICT_exchange_has_reciprocal_in_vocabulary_candidate_candidate_only_no_write
dry,,should_not_fill,,no_current_value_or_fixed_source_candidate
duck,,should_not_fill,,no_current_value_or_fixed_source_candidate
due,,should_not_fill,,no_current_value_or_fixed_source_candidate
dull,,should_not_fill,,no_current_value_or_fixed_source_candidate
dumpling,,should_not_fill,,no_current_value_or_fixed_source_candidate
duration,,should_not_fill,,no_current_value_or_fixed_source_candidate
during,,should_not_fill,,no_current_value_or_fixed_source_candidate
dust,,should_not_fill,,no_current_value_or_fixed_source_candidate
duty,,should_not_fill,,no_current_value_or_fixed_source_candidate
dynamic,,should_not_fill,,no_current_value_or_fixed_source_candidate
dynasty,,should_not_fill,,no_current_value_or_fixed_source_candidate
each,,should_not_fill,,no_current_value_or_fixed_source_candidate
eager,,should_not_fill,,no_current_value_or_fixed_source_candidate
eagle,,should_not_fill,,no_current_value_or_fixed_source_candidate
ear,,should_not_fill,,no_current_value_or_fixed_source_candidate
early,,should_not_fill,,no_current_value_or_fixed_source_candidate
earn,,should_not_fill,,no_current_value_or_fixed_source_candidate
earth,,should_not_fill,,no_current_value_or_fixed_source_candidate
earthquake,,should_not_fill,,no_current_value_or_fixed_source_candidate
ease,,should_not_fill,,no_current_value_or_fixed_source_candidate
easily,,should_not_fill,,no_current_value_or_fixed_source_candidate
east,,should_not_fill,,no_current_value_or_fixed_source_candidate
eastern,,should_not_fill,,no_current_value_or_fixed_source_candidate
easy,,should_not_fill,,no_current_value_or_fixed_source_candidate
eat,,should_not_fill,,no_current_value_or_fixed_source_candidate
ecology,,should_not_fill,,no_current_value_or_fixed_source_candidate
economic,,should_not_fill,,no_current_value_or_fixed_source_candidate
edge,,should_not_fill,,no_current_value_or_fixed_source_candidate
edition,,should_not_fill,,no_current_value_or_fixed_source_candidate
editor,,should_not_fill,,no_current_value_or_fixed_source_candidate
educate,,should_not_fill,,no_current_value_or_fixed_source_candidate
education,,should_not_fill,,no_current_value_or_fixed_source_candidate
educator,,should_not_fill,,no_current_value_or_fixed_source_candidate
effect,,should_not_fill,,no_current_value_or_fixed_source_candidate
efficient,,should_not_fill,,no_current_value_or_fixed_source_candidate
effort,,should_not_fill,,no_current_value_or_fixed_source_candidate
egg,,should_not_fill,,no_current_value_or_fixed_source_candidate
eight,,should_not_fill,,no_current_value_or_fixed_source_candidate
eighteen,,should_not_fill,,no_current_value_or_fixed_source_candidate
eighth,,should_not_fill,,no_current_value_or_fixed_source_candidate
eighty,,should_not_fill,,no_current_value_or_fixed_source_candidate
either,,should_not_fill,,no_current_value_or_fixed_source_candidate
elaborate,,should_not_fill,,no_current_value_or_fixed_source_candidate
elder,elderly,reliable_value,elderly,matches_fixed_conservative_affix_policy_and_members_exist
elderly,elder,reliable_value,elder,matches_fixed_conservative_affix_policy_and_members_exist
elect,,should_not_fill,,no_current_value_or_fixed_source_candidate
election,,should_not_fill,,no_current_value_or_fixed_source_candidate
electric,,should_not_fill,,no_current_value_or_fixed_source_candidate
electrical,,should_not_fill,,no_current_value_or_fixed_source_candidate
electricity,,should_not_fill,,no_current_value_or_fixed_source_candidate
electronic,,should_not_fill,,no_current_value_or_fixed_source_candidate
elegant,,should_not_fill,,no_current_value_or_fixed_source_candidate
element,,should_not_fill,,no_current_value_or_fixed_source_candidate
elephant,,should_not_fill,,no_current_value_or_fixed_source_candidate
eleven,,should_not_fill,,no_current_value_or_fixed_source_candidate
else,,should_not_fill,,no_current_value_or_fixed_source_candidate
elsewhere,,should_not_fill,,no_current_value_or_fixed_source_candidate
email,,should_not_fill,,no_current_value_or_fixed_source_candidate
embarrassed,,should_not_fill,,no_current_value_or_fixed_source_candidate
embassy,,should_not_fill,,no_current_value_or_fixed_source_candidate
emerge,,should_not_fill,,no_current_value_or_fixed_source_candidate
