word,field,value,trace_status,selected_source,note
arrow,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
arrow,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
arrow,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
art,phonetic,/ˈɑrt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
art,pos,n.,confirmed,ECDICT,
art,meaning_cn,艺术；美术,confirmed,teacher_pdf_gloss,
art,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=19;ECDICT_rank_input=snapshotted
art,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=19;scope=historical_partial_2010_2022
art,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
art,tags,culture,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
article,phonetic,/ˈɑrtəkəl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
article,pos,n.,confirmed,ECDICT,
article,meaning_cn,文章；东西,confirmed,teacher_pdf_gloss,
article,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=3;ECDICT_rank_input=snapshotted
article,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
article,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
article,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
artificial,phonetic,/ˌɑrtəˈfɪʃəl/,confirmed,ipa-dict(en_US/CMUdict),corroborated
artificial,pos,adj.,confirmed,ECDICT,
artificial,meaning_cn,人工的；人造的,confirmed,teacher_pdf_gloss,
artificial,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=2;ECDICT_rank_input=snapshotted
artificial,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
artificial,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
artificial,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
artist,phonetic,/ˈɑrtəst/,confirmed,ipa-dict(en_US/CMUdict),corroborated
artist,pos,n.,confirmed,ECDICT,
artist,meaning_cn,艺术家,confirmed,teacher_pdf_gloss,
artist,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=13;ECDICT_rank_input=snapshotted
artist,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=13;scope=historical_partial_2010_2022
artist,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
artist,tags,culture,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
as,phonetic,/ˈæz/,confirmed,ipa-dict(en_US/CMUdict),corroborated
as,pos,adv./prep./conj.,confirmed,curated_core_pos,
as,meaning_cn,作为；如同,confirmed,curated_override,
as,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=30;ECDICT_rank_input=snapshotted
as,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=30;scope=historical_partial_2010_2022
as,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
as,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
ash,phonetic,/ˈæʃ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
ash,pos,n.,confirmed,ECDICT,
ash,meaning_cn,灰；灰末,confirmed,teacher_pdf_gloss,
ash,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
ash,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
ash,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
ash,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
ashamed,phonetic,/əˈʃeɪmd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
ashamed,pos,adj.,confirmed,ECDICT,
ashamed,meaning_cn,惭愧的；害臊的,confirmed,teacher_pdf_gloss,
ashamed,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=3;ECDICT_rank_input=snapshotted
ashamed,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
ashamed,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
ashamed,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
asia,phonetic,/ˈeɪʒə/,confirmed,ipa-dict(en_US/CMUdict),corroborated
asia,pos,n.,confirmed,ECDICT,
asia,meaning_cn,亚洲,confirmed,teacher_pdf_gloss,
asia,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=6;ECDICT_rank_input=snapshotted
asia,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
asia,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
asia,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
asian,phonetic,/ˈeɪʒən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
asian,pos,n./adj.,confirmed,ECDICT,
asian,meaning_cn,亚洲的；亚洲人,confirmed,teacher_pdf_gloss,
asian,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=2;ECDICT_rank_input=snapshotted
asian,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=2;scope=historical_partial_2010_2022
asian,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
asian,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
aside,phonetic,/əˈsaɪd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
aside,pos,n./adv.,confirmed,ECDICT,
aside,meaning_cn,在旁边,confirmed,teacher_pdf_gloss,
aside,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=6;ECDICT_rank_input=snapshotted
aside,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
aside,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
aside,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
ask,phonetic,/ˈæsk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
ask,pos,v.,confirmed,ECDICT,
ask,meaning_cn,问；请求,confirmed,teacher_pdf_gloss,
ask,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=28;ECDICT_rank_input=snapshotted
ask,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=28;scope=historical_partial_2010_2022
ask,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
ask,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
asleep,phonetic,/əˈslip/,confirmed,ipa-dict(en_US/CMUdict),corroborated
asleep,pos,adj./adv.,confirmed,ECDICT,
asleep,meaning_cn,睡着的；熟睡,confirmed,teacher_pdf_gloss,
asleep,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=3;ECDICT_rank_input=snapshotted
asleep,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
asleep,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
asleep,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
aspect,phonetic,/ˈæsˌpɛkt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
aspect,pos,n.,confirmed,ECDICT,
aspect,meaning_cn,方面；外观,confirmed,teacher_pdf_gloss,
aspect,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=5;ECDICT_rank_input=snapshotted
aspect,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
aspect,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
aspect,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
assess,phonetic,/əˈsɛs/,confirmed,ipa-dict(en_US/CMUdict),corroborated
assess,pos,v.,confirmed,ECDICT,
assess,meaning_cn,评价；评定,confirmed,teacher_pdf_gloss,
assess,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=3;ECDICT_rank_input=snapshotted
assess,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
assess,word_family,assessment,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
assess,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
assessment,phonetic,/əˈsɛsmənt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
assessment,pos,n.,confirmed,ECDICT,
assessment,meaning_cn,看法；评价,confirmed,teacher_pdf_gloss,
assessment,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=1;ECDICT_rank_input=snapshotted
assessment,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
assessment,word_family,assess,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
assessment,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
assign,phonetic,/əˈsaɪn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
assign,pos,v.,confirmed,ECDICT,
assign,meaning_cn,分配；指派,confirmed,ECDICT,
assign,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
assign,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
assign,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
assign,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
assist,phonetic,/əˈsɪst/,confirmed,ipa-dict(en_US/CMUdict),corroborated
assist,pos,n./v.,confirmed,ECDICT,
assist,meaning_cn,帮助；协助,confirmed,teacher_pdf_gloss,
assist,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=4;ECDICT_rank_input=snapshotted
assist,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
assist,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
assist,tags,social,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
assistance,phonetic,/əˈsɪstəns/,confirmed,ipa-dict(en_US/CMUdict),corroborated
assistance,pos,n.,confirmed,ECDICT,
assistance,meaning_cn,帮助；援助,confirmed,teacher_pdf_gloss,
assistance,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=4;ECDICT_rank_input=snapshotted
assistance,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
assistance,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
assistance,tags,social,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
assistant,phonetic,/əˈsɪstənt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
assistant,pos,n./adj.,confirmed,ECDICT,
assistant,meaning_cn,助手；助理,confirmed,teacher_pdf_gloss,
assistant,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=3;ECDICT_rank_input=snapshotted
assistant,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
assistant,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
assistant,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
associate,phonetic,/əˈsoʊsiˌeɪt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
associate,pos,n./v.,confirmed,ECDICT,
associate,meaning_cn,联系；结交,confirmed,teacher_pdf_gloss,
associate,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=7;ECDICT_rank_input=snapshotted
associate,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=7;scope=historical_partial_2010_2022
associate,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
associate,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
association,phonetic,/əˌsoʊsiˈeɪʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
association,pos,n.,confirmed,ECDICT,
association,meaning_cn,协会；社团,confirmed,teacher_pdf_gloss,
association,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=1;ECDICT_rank_input=snapshotted
association,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
association,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
association,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
assume,phonetic,/əˈsum/,confirmed,ipa-dict(en_US/CMUdict),corroborated
assume,pos,v.,confirmed,ECDICT,
assume,meaning_cn,假定；假设,confirmed,teacher_pdf_gloss,
assume,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=3;ECDICT_rank_input=snapshotted
assume,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
assume,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
assume,tags,reasoning,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
assumption,phonetic,/əˈsəmpʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
assumption,pos,n.,confirmed,ECDICT,
assumption,meaning_cn,假定；假设,confirmed,teacher_pdf_gloss,
assumption,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=1;ECDICT_rank_input=snapshotted
assumption,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
assumption,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
assumption,tags,reasoning,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
astonish,phonetic,/əˈstɑnɪʃ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
astonish,pos,v.,confirmed,ECDICT,
astonish,meaning_cn,使惊讶,confirmed,teacher_pdf_gloss,
astonish,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=4;ECDICT_rank_input=snapshotted
astonish,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
astonish,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
astonish,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
astronaut,phonetic,/ˈæstrəˌnɑt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
astronaut,pos,n.,confirmed,ECDICT,
astronaut,meaning_cn,宇航员,confirmed,teacher_pdf_gloss,
astronaut,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=1;ECDICT_rank_input=snapshotted
astronaut,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
astronaut,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
astronaut,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
astronomer,phonetic,/əˈstrɑnəmɝ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
astronomer,pos,n.,confirmed,ECDICT,
astronomer,meaning_cn,天文学家,confirmed,teacher_pdf_gloss,
astronomer,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=0;ECDICT_rank_input=snapshotted
astronomer,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
astronomer,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
astronomer,tags,culture,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
at,phonetic,/ˈæt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
at,pos,prep.,confirmed,curated_function_words,
at,meaning_cn,在,confirmed,teacher_pdf_gloss,
at,level,1,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=30;ECDICT_rank_input=snapshotted
at,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=30;scope=historical_partial_2010_2022
at,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
at,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
athlete,phonetic,/ˈæθˌlit/,confirmed,ipa-dict(en_US/CMUdict),corroborated
athlete,pos,n.,confirmed,ECDICT,
athlete,meaning_cn,运动员,confirmed,teacher_pdf_gloss,
athlete,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=1;ECDICT_rank_input=snapshotted
athlete,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
athlete,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
athlete,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
athletic,phonetic,/æθˈlɛtɪk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
athletic,pos,adj.,confirmed,ECDICT,
athletic,meaning_cn,健壮的；体育运动的,confirmed,teacher_pdf_gloss,
athletic,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
athletic,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
athletic,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
athletic,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
atlantic,phonetic,/ətˈlænɪk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
atlantic,pos,n./adj.,confirmed,ECDICT,
atlantic,meaning_cn,大西洋的,confirmed,teacher_pdf_gloss,
atlantic,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=0;ECDICT_rank_input=snapshotted
atlantic,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
atlantic,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
atlantic,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
atmosphere,phonetic,/ˈætməsˌfɪr/,confirmed,ipa-dict(en_US/CMUdict),corroborated
atmosphere,pos,n.,confirmed,ECDICT,
atmosphere,meaning_cn,大气；气氛,confirmed,teacher_pdf_gloss,
atmosphere,level,3,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=3;ECDICT_rank_input=snapshotted
atmosphere,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=3;scope=historical_partial_2010_2022
atmosphere,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
atmosphere,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
atom,phonetic,/ˈætəm/,confirmed,ipa-dict(en_US/CMUdict),corroborated
atom,pos,n.,confirmed,ECDICT,
atom,meaning_cn,原子；微粒,confirmed,teacher_pdf_gloss,
atom,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=extension;paper_hits=0;ECDICT_rank_input=snapshotted
atom,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=0;scope=historical_partial_2010_2022
atom,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
atom,tags,description,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attach,phonetic,/əˈtætʃ/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attach,pos,v.,confirmed,ECDICT,
attach,meaning_cn,把；固定,confirmed,teacher_pdf_gloss,
attach,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=4;ECDICT_rank_input=snapshotted
attach,gaokao_frequency,medium,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=4;scope=historical_partial_2010_2022
attach,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attach,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attack,phonetic,/əˈtæk/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attack,pos,n./v.,confirmed,ECDICT,
attack,meaning_cn,攻击；袭击,confirmed,teacher_pdf_gloss,
attack,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=6;ECDICT_rank_input=snapshotted
attack,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=6;scope=historical_partial_2010_2022
attack,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attack,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attain,phonetic,/əˈteɪn/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attain,pos,v.,confirmed,ECDICT,
attain,meaning_cn,获得；得到,confirmed,teacher_pdf_gloss,
attain,level,4,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=selective_required;paper_hits=1;ECDICT_rank_input=snapshotted
attain,gaokao_frequency,low,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=1;scope=historical_partial_2010_2022
attain,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attain,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attempt,phonetic,/əˈtɛmpt/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attempt,pos,n./v.,confirmed,ECDICT,
attempt,meaning_cn,企图；试图,confirmed,teacher_pdf_gloss,
attempt,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=required;paper_hits=5;ECDICT_rank_input=snapshotted
attempt,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=5;scope=historical_partial_2010_2022
attempt,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attempt,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attend,phonetic,/əˈtɛnd/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attend,pos,v.,confirmed,ECDICT,
attend,meaning_cn,看护；照料,confirmed,teacher_pdf_gloss,
attend,level,2,confirmed,curio_pipeline_rank_and_fixed_quotas,official_level=junior;paper_hits=8;ECDICT_rank_input=snapshotted
attend,gaokao_frequency,high,confirmed,GAOKAO-Bench_30_papers_2010_2022,paper_hits=8;scope=historical_partial_2010_2022
attend,word_family,,partial,curio_pipeline_conservative_surface_affix_policy,no_original_row_level_source_column;reproduced_from_fixed_policy_and_headword_set
attend,tags,action,partial,curio_pipeline_keyword_or_pos_fallback_policy,not_ECDICT_tag;no_original_row_level_source_column;policy_reproduced=true
attention,phonetic,/əˈtɛnʃən/,confirmed,ipa-dict(en_US/CMUdict),corroborated
attention,pos,n.,confirmed,ECDICT,
